호선명,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2호선,구로디지털단지,301 ,28 ,40534 ,4922 ,55310 ,20026 ,146280 ,81694 ,188591 ,227022 ,120794 ,138684 ,74265 ,57165 ,66276 ,45403 ,71714 ,48327 ,69862 ,60446 ,63313 ,59041 ,67400 ,70092 ,81168 ,83094 ,134571 ,113773 ,201365 ,167317 ,100061 ,131092 ,63199 ,90071 ,52807 ,88562 ,40823 ,85869 ,18808 ,50281 ,3447 ,15626 ,10 ,330 ,0 ,0 ,0 ,0 
2호선,대림(구로구청),802 ,18 ,37692 ,3250 ,30760 ,10859 ,70324 ,22918 ,97584 ,54392 ,66077 ,36057 ,42924 ,33977 ,36145 ,35127 ,38952 ,33748 ,37621 ,34291 ,34304 ,35557 ,34766 ,45538 ,38185 ,53369 ,44741 ,64520 ,51438 ,71724 ,27876 ,54280 ,20360 ,41326 ,15365 ,51459 ,11487 ,45946 ,5633 ,24129 ,851 ,5862 ,1 ,240 ,0 ,0 ,0 ,0 
2호선,신도림,3864 ,8 ,38156 ,4850 ,56762 ,21180 ,143219 ,48657 ,152789 ,113536 ,97545 ,76893 ,66768 ,64407 ,63341 ,66516 ,70785 ,67168 ,73933 ,73130 ,74657 ,69222 ,79310 ,79729 ,85422 ,93772 ,108424 ,121583 ,129123 ,179780 ,76837 ,128335 ,71639 ,78679 ,59279 ,72907 ,50574 ,69423 ,23562 ,50451 ,2894 ,22870 ,17 ,2989 ,0 ,0 ,0 ,0 
2호선,문래,28 ,0 ,4150 ,2502 ,15183 ,11088 ,46196 ,40168 ,52875 ,140729 ,29631 ,64818 ,22617 ,28374 ,22142 ,24008 ,27290 ,25739 ,26572 ,27822 ,27204 ,26440 ,30872 ,28115 ,36979 ,32117 ,64241 ,42013 ,114818 ,63413 ,42247 ,44210 ,29286 ,24322 ,31572 ,21649 ,24058 ,18882 ,11605 ,11509 ,1980 ,4026 ,0 ,59 ,0 ,1 ,0 ,0 
2호선,영등포구청,28 ,2 ,5442 ,4322 ,13864 ,17625 ,42389 ,40449 ,52394 ,128699 ,32299 ,54170 ,24637 ,28030 ,25729 ,26274 ,28499 ,27182 ,29572 ,29471 ,30564 ,26422 ,34481 ,28195 ,40618 ,32383 ,60193 ,40805 ,103743 ,60033 ,38608 ,40678 ,29514 ,25062 ,27795 ,23092 ,19799 ,20781 ,9461 ,13397 ,1665 ,4952 ,0 ,96 ,0 ,0 ,0 ,0 
2호선,당산,45 ,0 ,6790 ,3713 ,16801 ,13605 ,46739 ,30041 ,58040 ,75872 ,37493 ,34152 ,26504 ,19285 ,24742 ,18297 ,25800 ,20662 ,24423 ,23841 ,22467 ,23987 ,24319 ,28829 ,29144 ,34815 ,43779 ,50600 ,59698 ,75775 ,27737 ,51566 ,22089 ,34795 ,21457 ,33681 ,18082 ,31096 ,9014 ,19771 ,1569 ,5429 ,2 ,109 ,0 ,0 ,0 ,0 
2호선,합정,120 ,12 ,10330 ,2981 ,19153 ,13993 ,44868 ,32417 ,56031 ,99895 ,39720 ,86823 ,30123 ,56833 ,32312 ,52662 ,38031 ,55106 ,42039 ,63041 ,45430 ,57730 ,49467 ,59782 ,58105 ,66544 ,79465 ,87726 ,117141 ,118103 ,80749 ,83436 ,67035 ,46987 ,74389 ,38916 ,69654 ,34147 ,37092 ,23185 ,6338 ,8637 ,6 ,252 ,0 ,0 ,0 ,0 
2호선,홍대입구,1039 ,32 ,27186 ,3574 ,32820 ,19187 ,64879 ,44294 ,84061 ,119416 ,68322 ,148267 ,63784 ,114949 ,69269 ,126301 ,79036 ,143204 ,90867 ,158554 ,101882 ,146214 ,121832 ,151580 ,148246 ,162014 ,174838 ,195706 ,200173 ,240291 ,167878 ,180704 ,165899 ,114018 ,191734 ,92927 ,185245 ,77637 ,98761 ,53657 ,12929 ,19102 ,3 ,2232 ,0 ,0 ,0 ,0 
2호선,신촌,66 ,1 ,7385 ,2809 ,15216 ,16602 ,38695 ,38451 ,56917 ,92117 ,43025 ,101989 ,41184 ,75952 ,47779 ,66423 ,59252 ,68069 ,64889 ,75078 ,66939 ,64165 ,77352 ,61518 ,90277 ,67770 ,106332 ,88795 ,101417 ,120204 ,73215 ,81446 ,76270 ,50936 ,81640 ,46076 ,79925 ,39761 ,37747 ,27191 ,6746 ,7700 ,4 ,65 ,0 ,0 ,0 ,0 
2호선,이대,42 ,0 ,3817 ,849 ,10314 ,7101 ,30148 ,16379 ,39307 ,48662 ,26205 ,55756 ,21584 ,46284 ,22898 ,30905 ,30252 ,35655 ,31560 ,37963 ,30446 ,27932 ,39970 ,29370 ,41999 ,30830 ,53984 ,38761 ,47999 ,50378 ,29630 ,36233 ,25764 ,25348 ,27560 ,25980 ,20655 ,25194 ,7776 ,18005 ,1068 ,5272 ,0 ,47 ,0 ,0 ,0 ,0 
2호선,아현,17 ,0 ,5011 ,754 ,12300 ,4453 ,32638 ,12828 ,44486 ,23225 ,26609 ,13770 ,18479 ,13074 ,16968 ,10878 ,18230 ,12773 ,17091 ,14422 ,16087 ,15016 ,17747 ,17140 ,23714 ,19406 ,21376 ,26199 ,21888 ,34548 ,14441 ,26405 ,10526 ,17853 ,8109 ,18078 ,5965 ,16555 ,2517 ,9840 ,443 ,3075 ,1 ,9 ,0 ,0 ,0 ,0 
2호선,충정로(경기대입구),48 ,2 ,3266 ,1040 ,7244 ,6658 ,17492 ,26244 ,23343 ,63050 ,15673 ,28685 ,12347 ,13038 ,12493 ,11760 ,13186 ,11774 ,13965 ,13379 ,13890 ,12045 ,14831 ,12471 ,17829 ,14240 ,32095 ,17556 ,48505 ,22602 ,16036 ,16071 ,11357 ,11613 ,11189 ,11379 ,7444 ,10264 ,3357 ,6315 ,663 ,1982 ,1 ,48 ,0 ,0 ,0 ,0 
2호선,용답,7 ,4 ,2239 ,359 ,3416 ,1297 ,8661 ,2024 ,13899 ,4184 ,7809 ,5834 ,5387 ,3848 ,4853 ,3087 ,5348 ,3535 ,5264 ,4329 ,4765 ,3986 ,4879 ,5151 ,6659 ,6071 ,6049 ,7272 ,4746 ,11407 ,2926 ,7835 ,2221 ,5563 ,1788 ,6581 ,1228 ,6061 ,682 ,3594 ,156 ,1189 ,0 ,0 ,0 ,0 ,0 ,0 
2호선,신답,12 ,0 ,1185 ,204 ,2077 ,886 ,6338 ,914 ,11835 ,1840 ,5026 ,1084 ,2805 ,1049 ,2318 ,1283 ,2267 ,1510 ,2412 ,1611 ,1960 ,2063 ,1832 ,2750 ,2282 ,3863 ,2367 ,5007 ,2075 ,10084 ,1163 ,6468 ,824 ,3622 ,447 ,3927 ,489 ,3401 ,205 ,2071 ,32 ,562 ,0 ,2 ,0 ,0 ,0 ,0 
2호선,신설동,60 ,0 ,1212 ,356 ,1546 ,2380 ,5431 ,5410 ,9496 ,13841 ,5857 ,9127 ,5107 ,7402 ,6292 ,7128 ,7549 ,7554 ,8017 ,8622 ,8615 ,6662 ,9159 ,6369 ,9626 ,5466 ,12298 ,6224 ,11738 ,7826 ,5307 ,5628 ,3722 ,4194 ,3695 ,3799 ,2105 ,3701 ,814 ,2529 ,146 ,841 ,0 ,160 ,0 ,0 ,0 ,0 
2호선,도림천,3 ,0 ,539 ,370 ,1353 ,1015 ,3448 ,4913 ,3873 ,6141 ,2408 ,2264 ,2527 ,1785 ,2217 ,1871 ,2480 ,2245 ,2015 ,2127 ,2426 ,2655 ,3197 ,2404 ,3334 ,2658 ,3425 ,2965 ,4000 ,3722 ,1922 ,2861 ,1258 ,1980 ,1035 ,1796 ,742 ,1381 ,250 ,917 ,70 ,341 ,3 ,13 ,0 ,0 ,0 ,0 
2호선,양천구청,22 ,0 ,5213 ,983 ,12827 ,2376 ,34536 ,5008 ,31818 ,9674 ,19648 ,5347 ,13612 ,4685 ,11858 ,5587 ,11639 ,7016 ,10155 ,8525 ,7837 ,9160 ,7948 ,12031 ,8911 ,15404 ,9065 ,21340 ,8953 ,31334 ,4433 ,25770 ,3110 ,15689 ,2601 ,13734 ,2720 ,11997 ,881 ,8342 ,194 ,2761 ,1 ,39 ,0 ,0 ,0 ,0 
2호선,신정네거리,100 ,1 ,9318 ,901 ,19350 ,2834 ,53583 ,4679 ,47492 ,12187 ,27480 ,8564 ,19214 ,7617 ,17142 ,9275 ,17401 ,10408 ,14875 ,12239 ,13091 ,13851 ,11878 ,18174 ,12811 ,23880 ,12722 ,32629 ,11720 ,50176 ,7689 ,37376 ,5815 ,21812 ,4630 ,19316 ,3662 ,17991 ,1658 ,11319 ,333 ,3435 ,1 ,196 ,0 ,0 ,0 ,0 
2호선,용두(동대문구청),55 ,0 ,1138 ,159 ,1880 ,997 ,5983 ,2761 ,9651 ,5712 ,5008 ,3600 ,3970 ,3309 ,4182 ,3755 ,4453 ,3685 ,4574 ,4543 ,4664 ,4462 ,4894 ,4891 ,5170 ,4922 ,5744 ,5390 ,5658 ,9062 ,2778 ,6156 ,2008 ,3877 ,1714 ,3529 ,993 ,2685 ,364 ,1683 ,65 ,558 ,0 ,10 ,0 ,0 ,0 ,0 
3호선,지축,3 ,0 ,3066 ,781 ,11595 ,8390 ,32041 ,6663 ,31337 ,11655 ,18011 ,7346 ,12214 ,6110 ,10319 ,6304 ,10851 ,7693 ,10141 ,9118 ,9464 ,8931 ,11637 ,10854 ,13325 ,14127 ,13861 ,19145 ,10322 ,29901 ,6966 ,23333 ,5685 ,15219 ,5071 ,13682 ,3721 ,12260 ,1671 ,6600 ,271 ,1202 ,0 ,0 ,0 ,0 ,0 ,0 
3호선,구파발,101 ,3 ,12456 ,1479 ,36918 ,10509 ,89725 ,23586 ,86147 ,32518 ,49110 ,28851 ,34935 ,27678 ,32677 ,25952 ,33414 ,26402 ,31136 ,29035 ,31201 ,30508 ,34931 ,31614 ,40233 ,40219 ,40212 ,49181 ,31299 ,76711 ,21024 ,66434 ,17083 ,37817 ,14587 ,34340 ,11520 ,30433 ,3453 ,20288 ,575 ,8945 ,1 ,425 ,0 ,0 ,0 ,0 
3호선,연신내,243 ,9 ,27035 ,2035 ,51866 ,12306 ,126747 ,24550 ,146417 ,35663 ,86442 ,34488 ,59643 ,34595 ,56132 ,36032 ,60614 ,38765 ,55965 ,41646 ,50437 ,45927 ,51739 ,56762 ,58082 ,66924 ,52233 ,86195 ,47149 ,131466 ,35019 ,112445 ,28160 ,66206 ,24351 ,61760 ,19984 ,54185 ,9483 ,35495 ,1465 ,12448 ,0 ,8 ,0 ,0 ,0 ,0 
3호선,불광,42 ,1 ,9854 ,1196 ,20652 ,5920 ,55370 ,11916 ,66182 ,32781 ,39799 ,29221 ,28453 ,23920 ,25950 ,24252 ,27430 ,26016 ,27214 ,29106 ,26615 ,28391 ,28293 ,32250 ,29439 ,36561 ,28517 ,42410 ,30221 ,62809 ,18072 ,49352 ,14392 ,30290 ,11920 ,27498 ,8189 ,23820 ,3649 ,14363 ,548 ,4877 ,0 ,0 ,0 ,0 ,0 ,0 
3호선,녹번,70 ,4 ,10021 ,518 ,28020 ,3507 ,76690 ,8224 ,80596 ,18459 ,47200 ,11650 ,30121 ,10043 ,24663 ,10834 ,23924 ,13248 ,21043 ,14493 ,18142 ,16806 ,16949 ,21853 ,18230 ,28788 ,18159 ,37729 ,20085 ,63762 ,10603 ,52753 ,8003 ,31852 ,6383 ,29262 ,4359 ,26404 ,1688 ,15293 ,274 ,4473 ,0 ,0 ,0 ,0 ,0 ,0 
3호선,홍제,87 ,5 ,10696 ,1428 ,25457 ,7189 ,70001 ,11447 ,75950 ,27911 ,48847 ,23863 ,34408 ,23123 ,31259 ,21105 ,32991 ,22517 ,30484 ,24447 ,28803 ,26828 ,29826 ,31488 ,32759 ,38263 ,32932 ,46694 ,30477 ,64743 ,17535 ,54715 ,14102 ,33292 ,11347 ,29806 ,8129 ,26762 ,3282 ,16412 ,472 ,4181 ,0 ,0 ,2 ,2 ,0 ,0 
3호선,무악재,39 ,1 ,2240 ,146 ,6043 ,1415 ,18151 ,3148 ,21573 ,6395 ,12652 ,4452 ,8870 ,4310 ,7671 ,4199 ,7240 ,4668 ,6294 ,5449 ,6085 ,6043 ,5671 ,7580 ,5895 ,9624 ,6814 ,11722 ,7178 ,16800 ,3894 ,14796 ,2728 ,9343 ,2082 ,8503 ,1546 ,7574 ,702 ,5041 ,97 ,1408 ,0 ,0 ,0 ,0 ,0 ,0 
3호선,독립문,199 ,1 ,4909 ,882 ,7020 ,5864 ,16515 ,16351 ,19677 ,22482 ,15836 ,22178 ,14072 ,22168 ,14082 ,14436 ,15901 ,13541 ,15184 ,14270 ,15791 ,12923 ,18655 ,13523 ,18721 ,14425 ,18460 ,15152 ,17777 ,17345 ,8939 ,14126 ,6890 ,9478 ,5454 ,8803 ,3719 ,7723 ,1303 ,4811 ,183 ,2121 ,1 ,693 ,0 ,0 ,0 ,0 
3호선,경복궁(정부서울청사),63 ,1 ,2483 ,1452 ,6343 ,16201 ,14273 ,45688 ,21432 ,143788 ,20877 ,105324 ,20948 ,75865 ,28511 ,67552 ,36494 ,59094 ,46318 ,58168 ,56949 ,47944 ,70875 ,40795 ,82782 ,36206 ,100114 ,35319 ,123487 ,35382 ,53613 ,23571 ,43357 ,13513 ,40929 ,11292 ,26871 ,10291 ,9661 ,5737 ,1173 ,1677 ,1 ,63 ,0 ,0 ,0 ,0 
3호선,안국,21 ,0 ,1754 ,2145 ,3190 ,25988 ,6742 ,102038 ,10928 ,129335 ,15815 ,93400 ,18803 ,74154 ,26220 ,78078 ,36366 ,64655 ,43962 ,61441 ,55288 ,55270 ,73455 ,44770 ,96033 ,38465 ,132671 ,34117 ,131995 ,30074 ,63888 ,14407 ,48931 ,8338 ,41155 ,6936 ,22916 ,6028 ,6929 ,3505 ,759 ,1069 ,0 ,1 ,0 ,0 ,0 ,0 
3호선,종로3가,24 ,1 ,957 ,1057 ,1603 ,6322 ,2386 ,17097 ,3673 ,46507 ,6117 ,44988 ,8766 ,37449 ,11159 ,29964 ,12924 ,27763 ,15552 ,26047 ,18989 ,24698 ,22253 ,22893 ,27353 ,22729 ,40279 ,23573 ,56932 ,25227 ,31942 ,15725 ,21761 ,9157 ,24063 ,6931 ,20584 ,5217 ,10252 ,3244 ,1387 ,1198 ,0 ,27 ,0 ,1 ,0 ,0 
3호선,을지로3가,29 ,1 ,836 ,1064 ,1607 ,9740 ,4167 ,37814 ,7590 ,82599 ,10237 ,32690 ,11160 ,16514 ,11634 ,14747 ,11668 ,14339 ,13716 ,15049 ,16025 ,13675 ,17979 ,13837 ,21730 ,15978 ,44842 ,20276 ,69770 ,24397 ,28963 ,15167 ,21586 ,8348 ,21408 ,6339 ,18012 ,4826 ,10173 ,2738 ,1562 ,819 ,0 ,2 ,0 ,0 ,0 ,0 
3호선,충무로,0 ,0 ,0 ,0 ,1 ,0 ,3 ,0 ,5 ,0 ,9 ,0 ,8 ,0 ,13 ,0 ,17 ,0 ,15 ,0 ,19 ,0 ,20 ,0 ,28 ,0 ,25 ,0 ,34 ,0 ,37 ,0 ,13 ,0 ,11 ,0 ,9 ,0 ,8 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
3호선,동대입구,19 ,0 ,1778 ,998 ,2785 ,9174 ,6070 ,17111 ,8553 ,66991 ,8185 ,43837 ,9664 ,46893 ,12527 ,34865 ,13874 ,26444 ,21960 ,31145 ,25447 ,21300 ,26297 ,17933 ,34086 ,16547 ,46164 ,22612 ,50265 ,26161 ,24912 ,12680 ,28526 ,6877 ,24099 ,6474 ,18761 ,5060 ,5531 ,3247 ,596 ,1147 ,1 ,60 ,0 ,0 ,0 ,0 
3호선,약수,107 ,1 ,6726 ,987 ,11203 ,6512 ,27963 ,16760 ,39419 ,34247 ,27713 ,23024 ,20976 ,16290 ,19499 ,16435 ,21570 ,16163 ,21111 ,17259 ,20409 ,19405 ,22404 ,21503 ,24032 ,25899 ,27642 ,30391 ,33690 ,43345 ,20438 ,29086 ,16958 ,19528 ,15644 ,17304 ,11916 ,15821 ,5435 ,9128 ,844 ,3449 ,2 ,505 ,0 ,0 ,0 ,0 
3호선,금호,33 ,4 ,4541 ,471 ,10997 ,2721 ,28935 ,4647 ,39284 ,9464 ,24210 ,7017 ,16123 ,6583 ,13757 ,7112 ,13253 ,8283 ,12474 ,10094 ,10438 ,11078 ,10012 ,13900 ,10790 ,16467 ,11473 ,21745 ,11586 ,31477 ,8658 ,22160 ,6165 ,15156 ,4535 ,13740 ,3606 ,12972 ,1604 ,6808 ,301 ,2026 ,2 ,2 ,0 ,1 ,0 ,0 
3호선,옥수,207 ,4 ,3193 ,905 ,9835 ,4767 ,24874 ,8273 ,34360 ,12941 ,23124 ,11045 ,16897 ,9169 ,14679 ,10959 ,14602 ,11947 ,14831 ,13770 ,14857 ,14801 ,14993 ,17912 ,16027 ,20358 ,17140 ,26859 ,17364 ,35014 ,12234 ,26071 ,9940 ,17649 ,9142 ,15495 ,5898 ,14184 ,2356 ,7003 ,439 ,2027 ,1 ,1 ,0 ,0 ,0 ,0 
3호선,압구정,58 ,3 ,2878 ,2287 ,8496 ,25524 ,17032 ,53450 ,26351 ,142663 ,23504 ,147978 ,27967 ,83033 ,33554 ,64586 ,40269 ,53082 ,44539 ,54804 ,54643 ,49902 ,63304 ,48380 ,73729 ,48803 ,98073 ,55343 ,135657 ,59753 ,93858 ,33484 ,73803 ,18549 ,52537 ,14672 ,38053 ,12631 ,11925 ,6545 ,1792 ,2352 ,1 ,261 ,0 ,0 ,0 ,0 
3호선,신사,60 ,4 ,3631 ,1728 ,6975 ,17781 ,12323 ,44599 ,18452 ,111030 ,17728 ,133337 ,20794 ,68565 ,26987 ,48029 ,30024 ,44737 ,35157 ,47948 ,42725 ,44814 ,49219 ,41073 ,58670 ,44108 ,91040 ,53213 ,126121 ,65806 ,89032 ,36005 ,59522 ,19385 ,61527 ,15198 ,49591 ,12716 ,22075 ,8476 ,3258 ,3778 ,0 ,0 ,0 ,0 ,0 ,0 
3호선,잠원,0 ,1 ,1307 ,764 ,5177 ,8227 ,14142 ,7420 ,19775 ,9656 ,12721 ,6902 ,9449 ,4954 ,8788 ,5484 ,8953 ,5864 ,8634 ,7192 ,7227 ,7475 ,8778 ,8916 ,11710 ,9152 ,12439 ,12266 ,9568 ,15359 ,5780 ,11195 ,4562 ,7482 ,4592 ,7138 ,2905 ,8053 ,1046 ,3997 ,146 ,1227 ,0 ,0 ,0 ,0 ,0 ,0 
3호선,고속터미널,155 ,3 ,5516 ,4156 ,8140 ,37906 ,28730 ,50498 ,48523 ,78424 ,55585 ,97618 ,58989 ,100010 ,71288 ,105037 ,82341 ,98011 ,91023 ,96812 ,103095 ,103486 ,119647 ,108119 ,128992 ,106720 ,142988 ,111866 ,141578 ,120241 ,124053 ,73993 ,140876 ,47729 ,88304 ,36456 ,55424 ,25844 ,20141 ,12400 ,2025 ,2283 ,1 ,1 ,0 ,0 ,0 ,0 
3호선,교대(법원.검찰청),76 ,0 ,1655 ,829 ,4822 ,7618 ,10920 ,22730 ,16103 ,53269 ,14452 ,39817 ,16319 ,18805 ,20104 ,13478 ,22444 ,12732 ,26623 ,13707 ,30986 ,12038 ,32608 ,11649 ,36160 ,12648 ,55532 ,17048 ,72045 ,21508 ,34672 ,11811 ,31473 ,6888 ,30162 ,5722 ,25685 ,5276 ,9181 ,3131 ,1526 ,1053 ,1 ,2 ,0 ,0 ,0 ,0 
3호선,남부터미널(예술의전당),57 ,1 ,3399 ,1440 ,9885 ,27549 ,30004 ,70393 ,47260 ,161149 ,39124 ,85113 ,37035 ,47679 ,38902 ,35979 ,40188 ,37859 ,42043 ,42235 ,44011 ,42169 ,48197 ,43278 ,61419 ,47327 ,102602 ,54813 ,132766 ,63216 ,61491 ,41749 ,45419 ,26617 ,42738 ,20334 ,28797 ,16523 ,9161 ,10501 ,1111 ,3019 ,0 ,5 ,0 ,0 ,0 ,0 
3호선,양재(서초구청),48 ,1 ,5201 ,2816 ,14978 ,44886 ,39002 ,116950 ,49241 ,239194 ,36269 ,125238 ,32843 ,60144 ,35066 ,49930 ,39928 ,45465 ,44654 ,50138 ,51099 ,43396 ,60654 ,46127 ,76864 ,49382 ,132541 ,68942 ,194753 ,80050 ,92041 ,53979 ,68614 ,35832 ,63010 ,31110 ,40760 ,27618 ,14245 ,14422 ,1680 ,4160 ,1 ,61 ,0 ,0 ,0 ,0 
3호선,매봉,30 ,2 ,1907 ,656 ,7586 ,8717 ,20363 ,25542 ,24357 ,78197 ,17503 ,33225 ,15122 ,17940 ,15248 ,17246 ,15477 ,16311 ,16570 ,15652 ,19236 ,14880 ,21437 ,15493 ,24000 ,17294 ,41206 ,21652 ,63766 ,26516 ,21816 ,18049 ,16197 ,11170 ,17559 ,9597 ,10797 ,9128 ,3626 ,4909 ,465 ,1583 ,0 ,66 ,0 ,0 ,0 ,0 
3호선,도곡,61 ,10 ,1098 ,212 ,4298 ,4424 ,12475 ,15618 ,15624 ,20629 ,10526 ,16896 ,8404 ,8902 ,7924 ,9144 ,8278 ,8154 ,8259 ,8955 ,8795 ,8458 ,11378 ,9151 ,13725 ,9701 ,17713 ,11067 ,18133 ,13466 ,9876 ,10527 ,7356 ,6513 ,6165 ,6110 ,5070 ,5467 ,1339 ,3003 ,256 ,1968 ,0 ,227 ,1 ,1 ,0 ,0 
3호선,대치,19 ,2 ,3166 ,629 ,13710 ,8107 ,32083 ,18839 ,32091 ,28295 ,19976 ,18689 ,16147 ,14433 ,14408 ,13467 ,16141 ,16832 ,16109 ,20507 ,16090 ,19722 ,17776 ,21968 ,20187 ,29648 ,28224 ,32085 ,29082 ,33156 ,18956 ,25211 ,14054 ,14546 ,16013 ,14120 ,31303 ,12416 ,3543 ,6914 ,508 ,2320 ,2 ,5 ,0 ,1 ,0 ,0 
3호선,학여울,13 ,1 ,670 ,243 ,2146 ,1902 ,4928 ,3925 ,5027 ,8721 ,4019 ,8129 ,3299 ,9840 ,4310 ,7515 ,6034 ,7818 ,6912 ,8414 ,7489 ,8036 ,9061 ,6686 ,9871 ,5452 ,11013 ,4781 ,9788 ,4950 ,3459 ,3836 ,2200 ,2687 ,1825 ,2467 ,1302 ,2227 ,354 ,1267 ,43 ,478 ,0 ,0 ,0 ,0 ,0 ,0 
3호선,대청,126 ,0 ,3860 ,1220 ,13236 ,7452 ,34686 ,20874 ,39674 ,27091 ,23651 ,13336 ,17263 ,9689 ,15864 ,9154 ,15570 ,10365 ,15562 ,12017 ,13758 ,12921 ,17612 ,16039 ,21075 ,17338 ,26356 ,22927 ,27041 ,32945 ,12882 ,24987 ,9197 ,18214 ,7620 ,16762 ,5487 ,17369 ,2116 ,9204 ,309 ,3128 ,0 ,11 ,0 ,0 ,0 ,0 
3호선,일원,6 ,0 ,2365 ,1767 ,9535 ,12355 ,27523 ,36231 ,27034 ,27187 ,19689 ,20277 ,18989 ,17563 ,18777 ,13226 ,19660 ,15151 ,16410 ,16390 ,18431 ,15967 ,24167 ,15075 ,32853 ,14877 ,37222 ,17687 ,18776 ,23699 ,11244 ,18525 ,7641 ,12826 ,5031 ,12052 ,3699 ,12601 ,1490 ,5289 ,140 ,1871 ,1 ,37 ,0 ,2 ,0 ,0 
3호선,수서,105 ,3 ,4785 ,2492 ,13654 ,17578 ,39878 ,37709 ,45864 ,58536 ,33479 ,37118 ,38739 ,25801 ,28900 ,22275 ,35084 ,26854 ,30480 ,23240 ,25058 ,25219 ,35700 ,30017 ,39543 ,33795 ,47973 ,40756 ,53946 ,53838 ,25452 ,39042 ,25252 ,27911 ,16521 ,23602 ,16399 ,22292 ,8304 ,9472 ,661 ,3468 ,2 ,216 ,0 ,0 ,0 ,0 
3호선,가락시장,43 ,3 ,2951 ,671 ,7582 ,6496 ,22874 ,12778 ,24096 ,28074 ,18228 ,14287 ,15655 ,10677 ,14397 ,11355 ,14910 ,12582 ,14672 ,12622 ,14186 ,13310 ,15594 ,15492 ,17019 ,16935 ,21632 ,20865 ,29204 ,26879 ,12670 ,19087 ,9454 ,13143 ,8265 ,10836 ,5755 ,10244 ,2523 ,5495 ,408 ,1908 ,2 ,40 ,0 ,0 ,0 ,0 
3호선,경찰병원,17 ,0 ,2931 ,309 ,8622 ,3408 ,25115 ,9710 ,28510 ,29134 ,16969 ,15427 ,12533 ,9210 ,10888 ,6911 ,10334 ,8243 ,10220 ,9567 ,10176 ,9267 ,11141 ,9769 ,10504 ,10875 ,16223 ,16074 ,20474 ,23231 ,7541 ,18240 ,5890 ,11475 ,4784 ,9509 ,3522 ,9624 ,1116 ,5417 ,158 ,1660 ,1 ,0 ,1 ,1 ,0 ,0 
3호선,오금,18 ,0 ,4699 ,8 ,10011 ,2380 ,31727 ,6535 ,33671 ,13647 ,17189 ,6233 ,10831 ,5556 ,8533 ,4866 ,9295 ,6165 ,8438 ,6776 ,7279 ,7036 ,7298 ,9512 ,8644 ,11284 ,11061 ,15362 ,12378 ,23927 ,5034 ,16449 ,4030 ,11577 ,3196 ,9970 ,2827 ,10892 ,985 ,5924 ,107 ,2298 ,0 ,6 ,0 ,1 ,0 ,0 
4호선,당고개,75 ,3 ,9019 ,62 ,17957 ,4753 ,47272 ,6279 ,38906 ,10923 ,24971 ,10265 ,17525 ,10102 ,15343 ,9552 ,15766 ,10256 ,15152 ,10966 ,13634 ,11722 ,13094 ,14394 ,13554 ,17244 ,13544 ,19904 ,12552 ,28034 ,8489 ,26225 ,5851 ,17584 ,4349 ,15714 ,3093 ,14513 ,1536 ,10124 ,357 ,3852 ,0 ,478 ,0 ,0 ,0 ,0 
4호선,상계,44 ,1 ,15686 ,270 ,41148 ,6944 ,92907 ,19989 ,77355 ,22473 ,47522 ,19116 ,34231 ,18331 ,31012 ,19948 ,32898 ,23029 ,30409 ,23534 ,27277 ,24878 ,27563 ,29773 ,29345 ,37190 ,28805 ,47292 ,25833 ,68452 ,17369 ,61582 ,13199 ,38300 ,11440 ,33410 ,12058 ,30889 ,3723 ,20699 ,583 ,5980 ,1 ,567 ,0 ,0 ,0 ,0 
4호선,노원,285 ,2 ,14186 ,1513 ,30829 ,17097 ,72013 ,39398 ,84234 ,68668 ,53446 ,55228 ,41885 ,41396 ,42639 ,40355 ,47774 ,44458 ,45798 ,48915 ,45098 ,47484 ,48702 ,53863 ,54358 ,64793 ,58057 ,81904 ,63533 ,115046 ,46532 ,84546 ,40749 ,52941 ,35903 ,45434 ,33853 ,41281 ,15345 ,26363 ,3410 ,8289 ,2 ,818 ,0 ,0 ,0 ,0 
